<PAD>	1000000000
<UNK>	1000000000
<S>	1000000000
</S>	1000000000
的	8461
是	2047
和	1836
在	1784
了	1426
中国	1336
一	1172
对	960
发展	847
不	829
中	829
两	789
国	730
个	715
这	686
有	657
要	639
与	632
美国	630
经济	592
说	579
他	564
也	552
上	544
关系	543
问题	530
国家	517
将	509
为	494
台湾	481
新	481
年	477
就	455
人民	435
我们	434
各	427
政府	395
工作	355
大	346
合作	339
重要	335
都	322
还	315
次	313
社会	295
以	285
地	284
能	280
表示	275
建设	263
会	260
党	260
进行	259
多	256
国际	254
人	253
世界	250
并	249
来	246
而	243
美	240
但	236
地区	224
到	224
从	223
种	223
三	222
已	222
等	219
方面	218
政策	217
全	216
加强	215
政治	210
和平	210
日	210
企业	208
此	205
月	202
代表	199
后	188
我国	187
更	185
会议	182
下	182
实现	181
江泽民	181
把	180
指出	179
组织	178
改革	178
日本	177
必须	176
世纪	176
岸	175
历史	174
统一	174
着	172
时	171
认为	170
我	170
向	168
双方	168
没有	167
共同	167
其	167
技术	161
教育	160
稳定	159
市场	158
原则	157
军事	156
友好	155
支持	154
进一步	153
思想	152
他们	152
一些	151
最	151
好	150
使	149
要求	149
民族	148
所	146
战略	144
访问	143
强调	142
有关	142
努力	141
之	141
继续	140
记者	140
解决	138
领导	138
坚持	138
安全	137
已经	137
应	137
项	136
领导人	136
活动	136
不断	134
提出	134
可以	131
自己	131
北京	131
同	131
利益	130
希望	129
总统	126
影响	126
基础	126
干部	124
计划	124
主席	123
同时	122
这个	122
社会主义	121
目前	120
取得	120
很	120
通过	120
作为	119
今年	119
积极	119
又	117
中央	117
于	116
管理	116
提高	115
高	115
这些	115
举行	114
建立	114
今天	111
情况	111
领域	111
本	110
及	109
制度	109
祖国	108
才	108
大陆	107
法轮功	107
根本	106
可	106
人权	106
导弹	105
成为	104
环境	103
主要	102
作用	101
推动	101
香港	100
实施	100
当局	99
开发	99
布什	99
贸易	98
部门	96
由	94
维护	94
发生	94
重视	93
如果	92
以来	92
西部	91
战争	91
现在	91
作出	91
被	91
增长	90
促进	90
俄	89
去年	89
需要	89
扩大	88
第一	88
法律	88
形势	88
文化	88
信息	87
前	86
位	85
充分	84
现代化	84
重大	84
精神	84
正	83
措施	83
得	82
可能	82
提供	82
保持	81
之间	81
具有	81
反对	81
条件	81
华	81
任务	80
调整	80
朝鲜	80
武器	80
研究	79
只	79
因此	77
五	77
系统	76
开放	76
全面	76
基本	76
联合国	76
任何	76
决定	76
科学	76
西藏	76
内	76
人员	76
再	75
科技	75
采取	75
级	75
力量	74
看	74
军队	74
群众	74
名	73
投资	73
据	73
交流	73
俄罗斯	73
得到	72
意见	72
部分	72
事业	72
能力	72
开展	72
给	72
中共	72
台独	72
条	71
一定	71
立场	71
访	71
了解	71
公司	71
用	70
该	70
监督	70
金融	70
过	69
完全	69
存在	69
几	69
事实	69
许多	69
资源	68
目标	68
外交	68
李鹏	67
中方	67
只有	67
利用	67
经贸	67
谈判	66
十分	66
曾	66
但是	66
人大	66
体制	66
事件	66
包括	65
这样	65
实践	65
结构	65
应该	65
开始	65
民主	65
规定	64
处理	64
行动	64
斗争	64
创新	64
出现	63
成功	63
加入	63
进入	63
理论	63
当前	63
未来	63
保障	63
主权	62
加快	62
发挥	62
中华	62
台	62
水平	62
良好	62
作	62
期间	62
人士	61
讲话	61
生产	60
学习	60
改善	60
联合	60
高度	60
人们	60
其他	60
它	59
保护	59
未	59
对话	59
财政	59
亚洲	59
意义	58
严重	58
总理	58
分裂	58
机关	58
变化	58
关于	58
或	58
出	57
小	57
部队	57
元	57
机构	57
深入	57
讲	57
届	57
表明	57
参加	56
由于	56
亿	56
地位	56
国防	56
认识	56
增加	55
做	55
作战	55
势力	55
邪教	55
应当	54
不仅	54
发表	54
农业	54
人才	54
对于	54
推进	54
同志	54
事	54
仍	54
工程	53
近	53
进程	53
生活	53
直接	53
会谈	53
正确	53
今后	53
责任	53
朱镕基	53
每	52
之一	52
克林顿	52
却	52
官员	52
不同	52
新闻	52
欢迎	52
一直	52
美方	52
起	51
坚决	51
带来	51
成果	51
更加	51
去	51
大会	51
则	51
农村	51
友谊	51
至	50
国内	50
始终	50
二	50
以及	50
态度	50
接受	50
国有	50
而且	50
落实	50
时期	50
朝	50
正在	49
关键	49
报道	49
产业	49
电	49
贯彻	49
随着	48
贡献	48
人类	48
报告	48
装备	48
看到	48
巨大	48
十五	48
手段	48
共产党	48
会见	48
过去	48
重点	48
相互	48
为了	47
天	47
有效	47
长期	47
内容	47
传统	47
因为	47
制定	47
委员会	47
中心	47
条约	47
时间	46
领土	46
时代	46
甚至	46
地方	46
过程	46
特别是	46
农民	46
部署	46
方式	46
陈水扁	46
一切	46
共识	46
方针	46
符合	45
让	45
资金	45
所谓	45
阶段	45
结束	45
能够	45
产生	45
准备	45
依法	45
印度	45
完善	45
进步	45
挑战	45
防御	45
专家	44
受到	44
保证	44
实际	44
创造	44
质量	44
竞争	44
国民	44
协议	44
服务	44
美军	44
其中	44
会晤	44
第二	43
比	43
经营	43
网络	43
认真	43
李登辉	43
广大	43
原因	43
面临	43
马克思主义	43
经验	43
行为	43
深刻	43
上海	43
国务院	43
打击	43
nmd	43
发展中	42
第三	42
制	42
对外	42
美元	42
参与	42
承认	42
成立	42
全球化	42
完成	41
根据	41
因素	41
非常	41
主张	41
方向	41
素质	41
达成	41
平等	41
修改	41
全球	40
之后	40
有利于	40
宣传	40
双边	40
交换	40
增强	40
相信	40
形成	40
出席	40
机遇	40
执行	40
形式	40
关注	40
如	39
搞	39
什么	39
强烈	39
组成	39
知识	39
所有	39
犯罪	39
问	39
机制	39
四	39
使用	39
愿	39
首脑	39
江	39
分子	39
委员	39
亚酞	39
单位	39
广泛	39
非	39
如何	39
现实	38
表现	38
是否	38
体现	38
称	38
越	38
改变	38
代表团	38
受	38
你	38
面对	38
无	38
明确	37
想	37
公开	37
实行	37
朱	37
建议	37
出口	37
力度	37
造成	37
新华社	37
首先	37
经过	37
达到	37
里	37
交往	37
飞机	37
中东	37
既	36
达	36
切实	36
深化	36
感到	36
近年	36
起来	36
伙伴	36
局势	36
困难	36
自	36
普京	35
最终	35
现代	35
此外	35
她	35
感谢	35
较	35
适应	35
核心	35
明显	35
注意	35
结合	35
钱其琛	35
议会	35
团结	35
先进	35
家	34
结果	34
事务	34
证明	34
部长	34
来自	34
权利	34
西方	34
正式	34
胡锦涛	34
进展	34
快速	34
尊重	33
英国	33
打	33
召开	33
越来越	33
健康	33
常委会	33
委员长	33
承诺	33
给予	33
集团	33
宣布	33
加大	33
趋势	33
省	33
民众	33
首	33
建交	33
繁荣	33
然而	33
接触	33
极	32
虽然	32
共	32
大量	32
另	32
合理	32
成员	32
谈	32
收入	32
同胞	32
范围	32
指导	32
城市	32
具体	32
介绍	32
引起	32
报	32
宗教	32
愿意	32
革命	31
间	31
如此	31
按照	31
驻	31
目的	31
占	31
威胁	31
令	31
集中	31
选择	31
特点	31
媒体	31
韩国	31
全体	30
世贸	30
特别	30
万	30
关心	30
不少	30
优势	30
持续	30
行政	30
金字旁容基	30
做好	30
普遍	30
因	30
还是	30
基层	30
最高	30
真正	30
反	30
难以	30
独立	30
不过	30
海峡	30
一贯	30
冷战	30
只要	30
半岛	30
欧洲	30
演习	30
系列	29
说明	29
外资	29
最近	29
上述	29
场	29
必要	29
军	29
大学	29
政协	29
成	29
高兴	29
批	29
势头	29
文明	29
年代	29
高层	29
预算	29
再次	29
欧	29
运用	29
三通	29
比较	28
电子	28
体系	28
顺利	28
培养	28
总	28
外	28
限制	28
外国	28
并不	28
走	28
基地	28
那	28
允许	28
道路	28
危机	28
个人	28
李洪志	28
回答	27
发达	27
程度	27
标准	27
状况	27
党委	27
早	27
履行	27
均	27
少数	27
wto	27
尽管	27
全国	27
投入	27
干涉	27
水	27
舆论	27
理解	27
周年	27
现象	27
海军	27
澳门	26
突出	26
银行	26
负责	26
重申	26
方	26
意识	26
欧盟	26
走向	26
外交部	26
逐步	26
破坏	26
规模	26
考虑	26
深	26
综合	26
帮助	26
项目	26
行	26
必然	26
解放	26
总书记	26
点	26
批评	26
邀请	26
对抗	26
有些	26
一样	25
讨论	25
评价	25
矛盾	25
外长	25
产品	25
愿望	25
以上	25
安理会	25
前提	25
生产力	25
腐败	25
增进	25
老	25
新疆	25
复杂	25
很多	25
推行	25
件	25
入世	25
国民党	25
大力	25
分别	25
调查	25
论坛	25
巴	25
粮食	24
分析	24
至今	24
国会	24
事情	24
重	24
经历	24
规划	24
邓小平	24
请	24
看法	24
正常	24
必	24
在内	24
人口	24
当然	24
我军	24
决策	24
前进	24
伟大	24
抓好	24
即	24
段	24
整体	24
南	24
此间	24
伊拉克	24
难	24
秩序	24
唐家璇	24
集体	24
王伟	24
经	23
代	23
相关	23
以色列	23
下午	23
审议	23
最后	23
第四	23
前景	23
下去	23
减少	23
共和国	23
工业	23
来说	23
冲突	23
以后	23
从事	23
训练	23
巴勒斯坦	23
成就	23
办法	23
上午	22
充满	22
坚定	22
文章	22
做法	22
法院	22
巩固	22
八	22
就业	22
九	22
成效	22
发言人	22
在于	22
速度	22
整个	22
虽	22
需求	22
内政	22
相当	22
发言	22
印	22
空间	22
互利	22
无法	22
飞行	22
古巴	22
损害	22
设施	21
人民币	21
予以	21
特色	21
双	21
缺乏	21
探索	21
空军	21
公安	21
自由	21
话	21
统计	21
一致	21
民进党	21
改进	21
改造	21
便	21
热烈	21
严格	21
获得	21
十	21
处	21
赞赏	21
发现	21
同意	21
满意	21
热情	21
签署	21
快	21
超过	21
恢复	21
北约	20
侵略	20
完整	20
失败	20
生命	20
站	20
农产品	20
日益	20
你们	20
靠	20
当	20
资本	20
出来	20
自身	20
低	20
采访	20
透露	20
分歧	20
当今	20
向前	20
规范	20
亲切	20
效益	20
放弃	20
仍然	20
遵守	20
主题	20
路线	20
制造	20
声明	20
批准	20
联系	20
检查	20
选举	20
负责人	20
拥有	20
重新	20
确保	20
北	20
信任	20
怎样	20
层次	20
军售	20
政党	20
首相	20
抓住	20
鲍威尔	20
岁	19
差距	19
机会	19
立即	19
压力	19
伊朗	19
迅速	19
绝对	19
据悉	19
职能	19
一再	19
呼吁	19
演练	19
风险	19
奋斗	19
反映	19
队伍	19
有的	19
转变	19
历来	19
作风	19
宪法	19
职责	19
步	19
安排	19
呢	19
问候	19
小组	19
依靠	19
考察	19
密切	19
观念	19
提案	19
本质	19
强大	19
各自	19
来到	19
针对	19
绝	19
侦察	19
华人	19
告诉	19
突破	19
厦门	19
中国人	18
底	18
生态	18
行业	18
公布	18
方法	18
资产	18
肯定	18
某	18
开	18
约	18
确定	18
即将	18
局面	18
机场	18
协调	18
相应	18
海外	18
谈到	18
权力	18
反华	18
贫困	18
以下	18
同样	18
性质	18
霸权主义	18
阶级	18
党员	18
追求	18
执政	18
搞好	18
司法	18
回归	17
几乎	17
像	17
连	17
手	17
论	17
客观	17
反应	17
政权	17
案件	17
强	17
制裁	17
成员国	17
消息	17
尽快	17
青少年	17
副总理	17
指挥	17
武力	17
义务	17
仅	17
消除	17
草案	17
法制	17
实力	17
座谈会	17
丰富	17
导致	17
书记	17
协商	17
言	17
这里	17
谁	17
不满	17
李岚清	17
展开	17
法	17
所以	17
防止	17
避免	17
控制	17
清醒	17
持	17
初	17
培训	17
商业	17
转达	17
课题	17
违反	17
侵犯	17
九五	17
标志	17
大业	17
圆满	17
违法	17
当时	17
尚	17
涉及	17
危险	17
显示	17
韩	17
属于	17
值得	17
核武器	16
议员	16
按	16
国外	16
取消	16
特殊	16
学校	16
市	16
财产	16
国务卿	16
伊	16
背景	16
主持	16
强化	16
举措	16
科研	16
磋商	16
消费	16
规则	16
有所	16
总体	16
那么	16
无疑	16
冲击	16
副主席	16
决心	16
诚意	16
紧张	16
竞争力	16
决议	16
各界	16
将来	16
族	16
经常	16
法规	16
能源	16
自主	16
协定	16
上台	16
途径	16
举	16
奉行	16
六	16
当地	16
工资	16
知道	16
德国	16
祝贺	16
确实	16
做出	16
赢得	16
大战	16
说法	16
非洲	16
全部	16
激烈	16
反导	16
拒绝	16
区域	16
官兵	16
发射	16
武装	15
半	15
种种	15
平均	15
刚刚	15
前途	15
飞行员	15
规律	15
攻击	15
多数	15
业务	15
电视	15
动员	15
家庭	15
制约	15
能否	15
先进性	15
潜艇	15
具备	15
时候	15
振兴	15
转向	15
禁止	15
依照	15
有利	15
那些	15
初步	15
谋求	15
商务	15
元首	15
开拓	15
企图	15
留下	15
近日	15
彼此	15
某些	15
遇到	15
华侨	15
高级	15
抓	15
动力	15
明年	15
卫星	15
购买	15
妥善	15
亚	15
撞机	15
居民	14
变	14
行径	14
属	14
成绩	14
错误	14
非法	14
朱邦造	14
吗	14
抵达	14
土地	14
负担	14
长远	14
角度	14
出售	14
所在	14
观点	14
模式	14
自然	14
价值	14
长	14
尉健行	14
内地	14
那样	14
需	14
步伐	14
平衡	14
健全	14
不管	14
大局	14
把握	14
有力	14
不懈	14
重要性	14
意味	14
尤其是	14
内部	14
没	14
朋友	14
事故	14
沿海	14
当选	14
致力于	14
竞选	14
美国人	14
研制	14
类	14
一旦	14
危害	14
睦邻	14
巴基斯坦	14
县	14
国防部	14
英	14
吕秀莲	14
大使	14
议长	14
真	14
十月	14
一行	14
先生	14
战线	14
亦	14
宏观	14
期待	14
六月	14
对方	14
夫人	14
担心	14
历史性	14
见	14
酞空	14
除了	14
右翼	14
日前	13
胜利	13
发行	13
停止	13
支	13
大家	13
指	13
感情	13
引导	13
千	13
计算机	13
毛泽东	13
遭到	13
昨天	13
图谋	13
决	13
公报	13
掌握	13
早日	13
及时	13
承担	13
构成	13
除	13
成本	13
立法	13
物质	13
国债	13
全会	13
战略性	13
思维	13
做到	13
暴力	13
一道	13
紧密	13
至于	13
设备	13
放	13
治理	13
信心	13
之中	13
衷心	13
京	13
招待会	13
维持	13
程序	13
处于	13
严峻	13
警惕	13
番	13
清楚	13
思路	13
空中	13
台商	13
落后	13
面向	13
区	13
举办	13
网	13
航天	13
支付	13
传媒	13
教训	13
参观	13
表达	13
中外	13
运行	13
互访	13
中亚	13
公正	13
赴	13
当年	13
选拔	13
总结	13
唯一	13
保险	13
显然	13
迟浩田	13
本人	13
华盛顿	13
防空	13
求	13
自治区	13
活力	13
会计	13
条例	13
任	13
加剧	13
马	13
互联网	13
更为	13
奠定	13
痴迷者	13
遏制	12
品种	12
轮	12
优惠	12
信念	12
军备	12
就职	12
消极	12
税收	12
障碍	12
争取	12
军区	12
战术	12
文件	12
左右	12
价格	12
理想	12
主动	12
期	12
权益	12
提升	12
乃至	12
无论	12
怎么	12
省委	12
保卫	12
李瑞环	12
原来	12
来访	12
离开	12
编制	12
广阔	12
运作	12
议案	12
道德	12
特区	12
呈现	12
连续	12
遭受	12
达赖	12
职工	12
只是	12
台海	12
议题	12
党派	12
贷款	12
谈话	12
大选	12
公里	12
优秀	12
直	12
今日	12
拦截	12
侦察机	12
者	12
究竟	12
知	12
引发	12
信息化	12
分配	12
联盟	12
公约	12
情报	12
前往	12
院校	12
采用	12
章启月	12
学者	12
分	12
上市	12
主导	12
克服	12
报导	12
台北	12
酞平洋	12
专项	12
代价	12
二十一	12
依然	12
领空	12
合法	12
与会	12
自焚	12
严打	12
悠久	11
潜力	11
敌人	11
另外	11
相对	11
应用	11
广东	11
毒品	11
引进	11
跟	11
抗议	11
何	11
人道主义	11
人事	11
分割	11
港	11
硬	11
二月	11
协助	11
防范	11
资料	11
往往	11
严肃	11
年度	11
住	11
彻底	11
解释	11
常委	11
容	11
委员们	11
研讨会	11
协作	11
相	11
指标	11
有限	11
军方	11
祝愿	11
意志	11
艰苦	11
随后	11
反腐败	11
起到	11
交	11
方案	11
下来	11
围绕	11
年轻	11
部	11
显着	11
变革	11
损失	11
时刻	11
紧迫	11
若	11
审计	11
暴露	11
强硬	11
一般	11
公民	11
先	11
曾经	11
似乎	11
当天	11
交通	11
跨国	11
官方	11
工人	11
阁下	11
设立	11
或者	11
信仰	11
付出	11
答	11
富裕	11
对待	11
满足	11
高等	11
视为	11
为主	11
裁军	11
从来	11
民间	11
协会	11
一系列	11
台阶	11
配合	11
不久	11
法国	11
若干	11
负有	11
试验	11
奥运会	11
干	11
隆重	11
布希	11
面前	10
对付	10
听	10
专利	10
远	10
下降	10
享受	10
学生	10
典型	10
股票	10
发出	10
型	10
奥尔布赖特	10
后果	10
思考	10
哪些	10
推向	10
评论	10
干扰	10
权威	10
其它	10
白皮书	10
舰队	10
进口	10
套	10
些	10
动摇	10
办公室	10
至关	10
劳动	10
神圣	10
接待	10
七	10
谴责	10
上升	10
内需	10
总值	10
解放军	10
霸道	10
民事	10
财务	10
辉煌	10
宝贵	10
加深	10
其次	10
股	10
人心	10
拖延	10
失业	10
状态	10
它们	10
框架	10
国际法	10
户	10
通报	10
看待	10
岛	10
倍	10
孙玉玺	10
伤亡	10
前所未有	10
为什么	10
境内	10
身	10
生存	10
迎接	10
新型	10
实际上	10
现状	10
纷纷	10
回应	10
言论	10
五月	10
摆脱	10
真实	10
和解	10
打破	10
战机	10
工业化	10
青年	10
缺	10
运动	10
频繁	10
回避	10
找到	10
海协	10
边界	10
演说	10
潮流	10
失去	10
您	10
调控	10
仪式	10
培育	10
众所周知	10
石油	10
一点	10
朝韩	10
越南	10
七月	10
谢长廷	10
高雄	10
牺牲	10
枚	10
龙永图	10
出发	10
印尼	10
的话	10
父母	10
军用	10
民主党	10
智利	10
东西	10
印象	10
新加坡	10
东盟	10
经合	10
架	10
教科书	10
七一	10
换	9
设计	9
反复	9
检验	9
通信	9
别人	9
核	9
外来	9
特征	9
尊严	9
担任	9
部长级	9
担忧	9
办	9
干预	9
形态	9
空袭	9
愤慨	9
待遇	9
鼓励	9
深圳	9
且	9
刺激	9
竞赛	9
网站	9
温家宝	9
历程	9
收支	9
办理	9
建设性	9
总之	9
公共	9
成长	9
钱	9
外贸	9
澳	9
战斗	9
汇率	9
考验	9
价值观	9
回到	9
鼓吹	9
之际	9
妇女	9
原	9
高于	9
恐怕	9
台湾岛	9
政治局	9
海南	9
优先	9
阐述	9
外商	9
破产	9
资本主义	9
缓解	9
扶贫	9
位置	9
巡航	9
赤字	9
号	9
构想	9
防护	9
见面	9
报纸	9
逐渐	9
旧	9
优良	9
否认	9
远远	9
气氛	9
脱困	9
货币	9
精力	9
相反	9
大胆	9
路	9
共和党	9
道理	9
其实	9
如今	9
大批	9
成熟	9
互信	9
艘	9
科索沃	9
从而	9
工作者	9
教师	9
民营	9
泰	9
纲领	9
大规模	9
张	9
迄今	9
明白	9
加紧	9
多极化	9
组建	9
言行	9
末	9
表述	9
战场	9
军国主义	9
走私	9
审批	9
依据	9
写	9
毫	9
标题	9
几十	9
莫斯科	9
负面	9
难度	9
专业	9
金正日	9
电脑	9
正常化	9
预料	9
电话	9
永远	9
高原	9
现场	9
叙	9
二十	9
八十	9
阿拉伯	9
儿子	9
形象	9
客人	9
主体	9
市长	9
城镇	9
名义	9
证券	9
新党	9
走上	9
体育	9
派	9
突然	9
战	9
国力	9
领袖	9
句	9
行使	9
联邦	9
封建	9
小康	9
纪念	9
整治	9
示威	9
上任	9
参拜	9
多边	8
使得	8
智慧	8
车	8
打开	8
出版	8
爱国	8
字	8
一九九九年	8
审理	8
法案	8
指示	8
昨日	8
变成	8
敏感	8
凝聚力	8
海关	8
场所	8
职务	8
效果	8
开幕	8
战法	8
白宫	8
论述	8
执法	8
地下	8
大约	8
话题	8
专门	8
脱离	8
离	8
高新	8
活跃	8
受益	8
注重	8
布莱尔	8
预计	8
接近	8
相比	8
深远	8
世界观	8
法治	8
任命	8
国土	8
儿童	8
节目	8
小时	8
参议院	8
修正案	8
赋予	8
委托	8
提前	8
派出	8
严厉	8
使命	8
坚强	8
坚信	8
纳入	8
福建	8
尽	8
最大	8
北京市	8
减轻	8
事项	8
显得	8
案	8
适当	8
效率	8
待	8
争端	8
着重	8
纪律	8
随时	8
赞成	8
具	8
pntr	8
大门	8
统	8
出于	8
命令	8
东南	8
亏损	8
基金	8
忘记	8
促	8
迎来	8
庆祝	8
全民	8
复兴	8
恶化	8
常	8
电信	8
之前	8
学科	8
弹道	8
往来	8
防卫	8
大大	8
经费	8
补充	8
即使	8
模拟	8
吨	8
近来	8
首要	8
策略	8
并没有	8
